MONTH,DAY,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
4,19,7,OKC,ATL,1.0,13.0,761,0,2015
4,8,3,PHX,JFK,0.0,16.0,2153,0,2015
4,13,1,SLC,SEA,-6.0,10.0,689,0,2015
4,16,4,PHX,SNA,-5.0,9.0,338,0,2015
4,3,5,GRB,ORD,25.0,9.0,173,1,2015
4,9,4,OGG,HNL,-5.0,6.0,100,0,2015
4,3,5,JFK,LAX,22.0,31.0,2475,1,2015
4,3,5,BOS,ORD,-5.0,30.0,867,1,2015
4,18,6,ATL,SBN,-8.0,20.0,566,0,2015
4,17,5,DTW,ELM,-4.0,18.0,332,0,2015
4,13,1,DTW,PVD,-12.0,38.0,615,0,2015
4,13,1,PHX,OAK,-5.0,14.0,646,0,2015
4,13,1,HOU,DAL,0.0,6.0,239,0,2015
4,25,6,SJC,LAS,-5.0,7.0,386,0,2015
4,4,6,ATL,HOU,30.0,11.0,696,0,2015
4,17,5,SNA,LAS,23.0,7.0,226,1,2015
4,28,2,LGA,ATL,-3.0,23.0,762,0,2015
4,20,1,LAS,OMA,37.0,64.0,1099,1,2015
4,27,1,SMF,MSP,-4.0,9.0,1517,0,2015
4,5,7,LGA,ATL,-4.0,17.0,762,0,2015
4,29,3,LGA,DEN,-3.0,26.0,1620,0,2015
4,23,4,PNS,IAH,-9.0,10.0,489,0,2015
4,26,7,ORD,RIC,-2.0,22.0,642,0,2015
4,13,1,LAX,SFO,0.0,21.0,337,0,2015
4,28,2,IAH,CLT,7.0,12.0,912,0,2015
4,12,7,GSO,DTW,-3.0,13.0,460,0,2015
4,26,7,CID,ORD,-5.0,24.0,196,0,2015
4,11,6,MSP,DSM,-2.0,26.0,232,0,2015
4,6,1,CLT,LGA,10.0,26.0,544,1,2015
4,14,2,DEN,IAH,19.0,9.0,862,1,2015
4,5,7,FSM,ATL,-5.0,12.0,579,0,2015
4,1,3,BDL,MCO,-2.0,8.0,1050,0,2015
4,1,3,MSP,DEN,-1.0,13.0,680,0,2015
4,7,2,LAX,SAT,26.0,17.0,1211,0,2015
4,19,7,SLC,IDA,-6.0,19.0,188,0,2015
4,3,5,HOU,DAL,-3.0,9.0,239,0,2015
4,2,4,ORD,LAX,2.0,11.0,1744,1,2015
4,14,2,FLL,DCA,-5.0,16.0,899,0,2015
4,2,4,MSP,TPA,5.0,18.0,1306,0,2015
4,23,4,SFO,SEA,1.0,18.0,679,0,2015
4,16,4,SDF,MDW,-3.0,9.0,271,0,2015
4,9,4,ORD,LIT,105.0,20.0,552,1,2015
4,9,4,DEN,IDA,33.0,17.0,458,1,2015
4,5,7,HSV,ATL,-10.0,27.0,151,0,2015
4,23,4,MDW,SDF,59.0,25.0,271,1,2015
4,11,6,HOU,BHM,27.0,8.0,570,1,2015
4,6,1,GRR,STL,-8.0,20.0,382,0,2015
4,8,3,LAS,IAH,45.0,13.0,1222,1,2015
4,4,6,SBP,SFO,-10.0,8.0,190,0,2015
4,23,4,DAY,ATL,-6.0,28.0,432,0,2015
4,24,5,MAF,HOU,-4.0,13.0,441,0,2015
4,5,7,MCO,BWI,4.0,10.0,787,0,2015
4,11,6,ATL,BTR,2.0,14.0,448,0,2015
4,16,4,SMF,DFW,-8.0,15.0,1431,0,2015
4,23,4,DFW,ATL,9.0,16.0,731,0,2015
4,20,1,IAH,BNA,8.0,27.0,657,1,2015
4,30,4,AUS,ORD,0.0,17.0,978,0,2015
4,25,6,ORD,AUS,43.0,14.0,978,1,2015
4,6,1,MAF,DFW,-5.0,8.0,309,0,2015
4,27,1,PHL,MDW,1.0,15.0,668,0,2015
4,5,7,MCO,HPN,112.0,17.0,972,1,2015
4,10,5,ORD,MBS,-2.0,14.0,222,0,2015
4,17,5,MCO,DCA,-3.0,16.0,759,0,2015
4,1,3,LAX,ABQ,4.0,10.0,677,0,2015
4,29,3,ORD,ANC,-1.0,16.0,2846,0,2015
4,20,1,FAR,ORD,-10.0,8.0,557,0,2015
4,13,1,COS,DFW,14.0,11.0,592,1,2015
4,17,5,JFK,PHX,45.0,36.0,2153,1,2015
4,12,7,LGA,MYR,0.0,18.0,563,0,2015
4,21,2,BOS,LGA,-4.0,29.0,184,0,2015
4,19,7,ONT,PDX,-15.0,19.0,838,0,2015
4,9,4,ATL,TRI,55.0,11.0,227,1,2015
4,1,3,XNA,ORD,-10.0,13.0,522,0,2015
4,7,2,SEA,BUR,-5.0,14.0,937,0,2015
4,10,5,JAX,ATL,1.0,13.0,270,0,2015
4,30,4,LAX,MIA,-4.0,18.0,2342,0,2015
4,15,3,ATL,AUS,27.0,15.0,813,1,2015
4,5,7,CLE,MSP,-9.0,22.0,622,0,2015
4,12,7,DTW,DEN,-7.0,23.0,1123,0,2015
4,11,6,LSE,ORD,-9.0,11.0,215,0,2015
4,25,6,SAN,SMF,-7.0,9.0,480,0,2015
4,26,7,IAH,MAF,-1.0,15.0,429,0,2015
4,7,2,IAD,SEA,-11.0,16.0,2306,0,2015
4,12,7,DTW,TPA,-5.0,15.0,983,0,2015
4,27,1,TLH,ATL,3.0,8.0,223,0,2015
4,12,7,MOB,ATL,-7.0,14.0,302,1,2015
4,18,6,MSP,TPA,-4.0,21.0,1306,0,2015
4,3,5,ANC,BET,1.0,10.0,399,0,2015
4,1,3,DFW,LGA,12.0,13.0,1389,0,2015
4,23,4,MCO,CLE,8.0,11.0,895,1,2015
4,26,7,DTW,RIC,-3.0,12.0,456,0,2015
4,8,3,IAH,LFT,-10.0,11.0,201,0,2015
4,6,1,SFO,LAX,-5.0,13.0,337,0,2015
4,28,2,ORD,LAX,-11.0,17.0,1744,0,2015
4,20,1,PHX,DEN,84.0,7.0,602,1,2015
4,7,2,MCO,JFK,-4.0,14.0,944,0,2015
4,19,7,STL,LAX,-4.0,10.0,1592,0,2015
4,13,1,PHX,OKC,69.0,7.0,833,1,2015
4,7,2,LAX,BNA,59.0,6.0,1797,1,2015
4,30,4,DEN,BIS,-10.0,40.0,516,0,2015
4,24,5,SJC,SEA,-3.0,10.0,697,0,2015
4,7,2,IAH,SEA,-6.0,13.0,1874,0,2015
4,13,1,JNU,PSG,-9.0,16.0,123,0,2015
4,20,1,MDW,ICT,72.0,11.0,589,1,2015
4,25,6,PHX,LAX,5.0,17.0,370,0,2015
4,28,2,GNV,ATL,-11.0,25.0,300,0,2015
4,9,4,LAX,ORD,1.0,23.0,1744,1,2015
4,1,3,BOI,PHX,-1.0,18.0,735,0,2015
4,7,2,HOU,SAT,-1.0,6.0,192,0,2015
4,3,5,LGA,PBI,-2.0,15.0,1035,0,2015
4,7,2,MSY,DFW,-10.0,12.0,447,0,2015
4,24,5,FLL,EWR,-3.0,25.0,1065,0,2015
4,7,2,IND,ORD,-8.0,13.0,177,0,2015
4,10,5,JFK,MIA,-3.0,56.0,1089,1,2015
4,1,3,FWA,ATL,-6.0,16.0,508,0,2015
4,9,4,ATL,PHL,-1.0,25.0,666,0,2015
4,22,3,MHT,TPA,-5.0,10.0,1204,0,2015
4,7,2,IAH,LCH,2.0,9.0,127,0,2015
4,16,4,ORD,BNA,7.0,14.0,409,0,2015
4,11,6,ORD,GSO,19.0,12.0,589,0,2015
4,19,7,ICT,MSP,-3.0,16.0,545,0,2015
4,3,5,BNA,EWR,19.0,11.0,748,0,2015
4,7,2,ABQ,DFW,-8.0,11.0,569,0,2015
4,18,6,FAT,SEA,-4.0,11.0,748,0,2015
4,13,1,SDF,BWI,-1.0,7.0,495,0,2015
4,27,1,ORD,SNA,-1.0,24.0,1726,0,2015
4,25,6,DFW,SAV,13.0,23.0,925,1,2015
4,21,2,SRQ,JFK,0.0,10.0,1041,0,2015
4,25,6,SAN,IAH,9.0,13.0,1303,0,2015
4,3,5,OAK,LAX,30.0,7.0,337,1,2015
4,8,3,MKE,DEN,-6.0,9.0,896,0,2015
4,4,6,FLL,BWI,-6.0,11.0,925,0,2015
4,8,3,RDU,PHL,15.0,45.0,337,1,2015
4,10,5,DEN,SAF,-6.0,15.0,303,0,2015
4,12,7,SMF,PHX,-1.0,9.0,647,0,2015
4,30,4,ORD,FWA,-5.0,19.0,157,0,2015
4,21,2,GRR,STL,-7.0,10.0,382,0,2015
4,22,3,LGA,ORD,-7.0,16.0,733,0,2015
4,17,5,IAH,DEN,3.0,13.0,862,0,2015
4,13,1,BWI,BOS,-11.0,12.0,369,0,2015
4,17,5,DTW,LAS,-5.0,24.0,1749,0,2015
4,8,3,CLT,DEN,5.0,16.0,1337,0,2015
4,22,3,IAH,DSM,-3.0,22.0,802,0,2015
4,28,2,SFO,SAT,0.0,31.0,1482,1,2015
4,9,4,TPA,MIA,7.0,11.0,204,0,2015
4,6,1,ORD,RIC,-2.0,15.0,642,0,2015
4,28,2,SAT,DFW,-6.0,15.0,247,0,2015
4,26,7,TUS,LAX,-3.0,14.0,451,0,2015
4,9,4,OAK,ABQ,81.0,8.0,889,1,2015
4,22,3,ISN,DEN,-1.0,14.0,576,0,2015
4,15,3,LAX,CLT,-8.0,40.0,2125,1,2015
4,7,2,TLH,ATL,16.0,10.0,223,1,2015
4,23,4,LGA,DTW,-4.0,16.0,502,0,2015
4,19,7,DEN,BDL,-2.0,8.0,1671,0,2015
4,7,2,SFO,JFK,102.0,19.0,2586,1,2015
4,20,1,MCO,PVD,33.0,19.0,1072,1,2015
4,19,7,SNA,PHX,-9.0,9.0,338,0,2015
4,8,3,AMA,DAL,-6.0,9.0,323,0,2015
4,24,5,LGA,ATL,-3.0,40.0,762,0,2015
4,16,4,ORD,SNA,-4.0,12.0,1726,0,2015
4,27,1,EWR,CVG,-8.0,14.0,569,0,2015
4,27,1,DFW,JFK,177.0,30.0,1391,1,2015
4,5,7,MCO,MIA,-4.0,16.0,192,0,2015
4,21,2,SNA,LAS,0.0,8.0,226,0,2015
4,25,6,LAS,SEA,-6.0,13.0,867,0,2015
4,10,5,BDL,DTW,-6.0,14.0,549,0,2015
4,26,7,DFW,HOU,15.0,16.0,247,0,2015
4,28,2,COS,IAH,-6.0,16.0,809,0,2015
4,12,7,PHX,ATL,-4.0,14.0,1587,0,2015
4,25,6,ORD,CMH,1.0,13.0,296,0,2015
4,9,4,CLT,IAH,52.0,29.0,912,1,2015
4,25,6,CLT,ATL,23.0,17.0,226,1,2015
4,10,5,PHX,DEN,-7.0,9.0,602,0,2015
4,25,6,DCA,ORD,-3.0,10.0,612,0,2015
4,29,3,PIA,DFW,-2.0,8.0,672,0,2015
4,18,6,IAH,DEN,87.0,11.0,862,1,2015
4,22,3,ATL,FLL,13.0,17.0,581,0,2015
4,3,5,ATL,IAH,2.0,14.0,689,0,2015
4,6,1,DFW,MEM,3.0,12.0,431,0,2015
4,27,1,DEN,IAH,8.0,12.0,862,1,2015
4,22,3,LGA,TPA,-2.0,34.0,1010,0,2015
4,30,4,CMH,ATL,-6.0,17.0,447,0,2015
4,30,4,ISP,BWI,-3.0,11.0,220,0,2015
4,13,1,ATL,TPA,-3.0,22.0,406,0,2015
4,23,4,DEN,SHV,-1.0,24.0,792,0,2015
4,18,6,CLT,PIT,76.0,10.0,366,1,2015
4,24,5,MSY,DFW,136.0,12.0,447,1,2015
4,1,3,LAS,SFO,-3.0,13.0,414,0,2015
4,5,7,JAN,DFW,-7.0,8.0,408,0,2015
4,20,1,BOS,JFK,401.0,17.0,187,1,2015
4,17,5,MRY,LAX,3.0,5.0,266,0,2015
4,16,4,CLE,LAX,-3.0,8.0,2052,0,2015
4,14,2,TYR,DFW,-3.0,13.0,102,0,2015
4,11,6,LAX,OAK,-8.0,11.0,337,0,2015
4,9,4,DFW,BMI,81.0,17.0,690,1,2015
4,26,7,ORD,SEA,-3.0,14.0,1721,0,2015
4,2,4,ATL,SEA,0.0,19.0,2182,0,2015
4,10,5,MCI,MSP,20.0,12.0,393,1,2015
4,14,2,AUS,ORD,-3.0,12.0,978,0,2015
4,22,3,OMA,DEN,-3.0,8.0,472,0,2015
4,26,7,JFK,DEN,5.0,21.0,1626,0,2015
4,27,1,IAH,LAX,24.0,19.0,1379,1,2015
4,23,4,ATL,RDU,-1.0,13.0,356,0,2015
4,18,6,DFW,MLI,4.0,16.0,691,0,2015
4,29,3,DFW,MIA,-5.0,23.0,1121,0,2015
4,1,3,CRW,ATL,0.0,12.0,363,0,2015
4,28,2,MYR,IAG,19.0,10.0,650,1,2015
4,3,5,DFW,CLT,-4.0,14.0,936,0,2015
4,30,4,RNO,SFO,-12.0,12.0,192,0,2015
4,28,2,ATL,EWR,-2.0,19.0,746,0,2015
4,18,6,MAF,DAL,-7.0,8.0,319,0,2015
4,15,3,PHL,ORD,-4.0,79.0,678,1,2015
4,30,4,OAK,LAX,15.0,8.0,337,1,2015
4,26,7,GSO,LGA,-2.0,23.0,461,0,2015
4,6,1,MCI,SFO,-5.0,12.0,1499,0,2015
4,15,3,LAX,ABQ,-3.0,18.0,677,0,2015
4,12,7,GEG,PHX,-1.0,7.0,1020,0,2015
4,9,4,DTW,MSN,-2.0,32.0,311,1,2015
4,16,4,BNA,SLC,-5.0,24.0,1404,0,2015
4,20,1,DEN,SFO,65.0,12.0,967,1,2015
4,22,3,SEA,OAK,-2.0,14.0,672,0,2015
4,2,4,ACY,FLL,-4.0,11.0,977,0,2015
4,6,1,CLT,MCO,-2.0,16.0,468,0,2015
4,20,1,SGU,SLC,-4.0,39.0,272,1,2015
4,8,3,SJU,DCA,-10.0,9.0,1554,0,2015
4,1,3,DFW,MLI,-4.0,15.0,691,0,2015
4,15,3,ORD,ABE,-5.0,12.0,654,0,2015
4,6,1,ICT,ORD,0.0,15.0,588,0,2015
4,29,3,IND,LAS,-3.0,8.0,1590,0,2015
4,23,4,TUS,LAX,8.0,11.0,451,0,2015
4,2,4,BUR,OAK,27.0,14.0,325,1,2015
4,7,2,BWI,SFO,-3.0,13.0,2457,0,2015
4,2,4,LBE,MCO,10.0,11.0,824,0,2015
4,6,1,SLC,LAX,1.0,18.0,590,1,2015
4,9,4,MEM,DFW,15.0,12.0,431,0,2015
4,13,1,LGA,ORD,-10.0,20.0,733,0,2015
4,29,3,DCA,DTW,17.0,17.0,405,0,2015
4,13,1,IAH,CVG,81.0,15.0,871,1,2015
4,17,5,ATL,CHS,-3.0,17.0,259,0,2015
4,29,3,ORD,FNT,-6.0,30.0,223,1,2015
4,17,5,HOU,ECP,-3.0,12.0,571,0,2015
4,1,3,MSP,EWR,-10.0,13.0,1008,0,2015
4,13,1,SNA,DEN,-1.0,24.0,846,0,2015
4,5,7,SLC,PHX,0.0,6.0,507,0,2015
4,25,6,SFO,LAX,110.0,15.0,337,1,2015
4,28,2,LGA,DCA,-7.0,54.0,214,1,2015
4,7,2,MSP,GEG,0.0,12.0,1175,0,2015
4,7,2,LAX,EWR,-13.0,10.0,2454,0,2015
4,26,7,CLE,EWR,-4.0,9.0,404,0,2015
4,10,5,DEN,ONT,0.0,12.0,819,0,2015
4,27,1,JFK,LAX,9.0,26.0,2475,0,2015
4,27,1,FLL,PVD,-3.0,8.0,1188,0,2015
4,2,4,MSY,MIA,-6.0,13.0,675,0,2015
4,25,6,MCO,MCI,-2.0,7.0,1072,0,2015
4,17,5,DEN,CLT,15.0,12.0,1337,0,2015
4,29,3,SEA,DEN,4.0,16.0,1024,0,2015
4,1,3,STL,BWI,-2.0,11.0,738,0,2015
4,9,4,ORD,FLL,97.0,12.0,1182,1,2015
4,16,4,SFO,SAN,16.0,18.0,447,0,2015
4,14,2,SMF,LAX,13.0,18.0,373,1,2015
4,19,7,DFW,GSO,24.0,15.0,999,1,2015
4,27,1,SLC,RDM,-3.0,18.0,525,0,2015
4,15,3,PHL,MDW,-4.0,12.0,668,0,2015
4,7,2,JAX,JFK,-5.0,20.0,828,0,2015
4,30,4,GTF,SLC,0.0,3.0,463,0,2015
4,23,4,IAD,ORD,-7.0,18.0,589,0,2015
4,20,1,BOS,ORD,-3.0,11.0,867,0,2015
4,22,3,LSE,ORD,-11.0,9.0,215,0,2015
4,19,7,LAS,SEA,2.0,16.0,867,0,2015
4,7,2,CMH,ATL,-5.0,15.0,447,1,2015
4,10,5,MDW,STL,45.0,7.0,251,1,2015
4,28,2,CRP,IAH,-10.0,9.0,201,0,2015
4,25,6,SAT,ELP,116.0,6.0,496,1,2015
4,29,3,BUR,OAK,-3.0,10.0,325,0,2015
4,29,3,PHL,MIA,-7.0,13.0,1013,0,2015
4,11,6,GEG,DEN,287.0,10.0,836,1,2015
4,23,4,BNA,DCA,-6.0,7.0,562,0,2015
4,15,3,DEN,BWI,2.0,9.0,1491,0,2015
4,24,5,SAT,BNA,38.0,11.0,822,1,2015
4,6,1,MKE,LAS,-6.0,10.0,1524,0,2015
4,3,5,OAK,DEN,39.0,7.0,957,1,2015
4,22,3,ATL,DCA,-3.0,14.0,547,0,2015
4,14,2,SAN,DFW,-1.0,16.0,1171,0,2015
4,29,3,BOS,RDU,-1.0,21.0,612,0,2015
4,30,4,KOA,HNL,-10.0,8.0,163,0,2015
4,13,1,SAN,IAH,0.0,13.0,1303,0,2015
4,17,5,DFW,BMI,-4.0,35.0,690,0,2015
4,14,2,HNL,ITO,2.0,18.0,216,0,2015
4,20,1,ATL,GNV,34.0,12.0,300,1,2015
4,10,5,LAX,OAK,-5.0,21.0,337,0,2015
4,24,5,IND,LAX,-4.0,23.0,1814,0,2015
4,19,7,BOS,DFW,3.0,15.0,1562,0,2015
4,2,4,LGA,GSO,-1.0,50.0,461,0,2015
4,30,4,MCI,MKE,39.0,8.0,436,1,2015
4,27,1,CLT,SYR,7.0,19.0,603,1,2015
4,22,3,LAS,DFW,-6.0,28.0,1055,0,2015
4,26,7,SNA,PHX,-10.0,17.0,338,0,2015
4,9,4,BWI,BUF,9.0,9.0,281,0,2015
4,2,4,TPA,ATL,0.0,13.0,406,0,2015
4,15,3,SLC,SJC,23.0,43.0,584,1,2015
4,24,5,LAX,SJC,-1.0,13.0,308,0,2015
4,7,2,IAH,BFL,-8.0,14.0,1428,0,2015
4,3,5,ATL,BTR,-7.0,20.0,448,0,2015
4,9,4,ATL,HOU,-2.0,20.0,696,0,2015
4,17,5,LAX,PSP,-2.0,12.0,110,0,2015
4,23,4,HNL,LIH,-3.0,19.0,102,0,2015
4,22,3,VPS,DFW,-8.0,8.0,641,0,2015
4,29,3,LAS,FLL,-4.0,19.0,2173,0,2015
4,23,4,OAK,ONT,44.0,6.0,362,1,2015
4,12,7,RSW,ORD,-6.0,12.0,1120,0,2015
4,5,7,BHM,MDW,0.0,8.0,570,0,2015
4,19,7,HNL,SAN,-2.0,14.0,2614,0,2015
4,14,2,DIK,DEN,-9.0,15.0,488,0,2015
4,28,2,SFO,LGB,-8.0,13.0,354,0,2015
4,18,6,ABQ,OAK,7.0,10.0,889,0,2015
4,21,2,MSP,PHX,-2.0,10.0,1276,0,2015
4,9,4,ORD,EWR,249.0,11.0,719,1,2015
4,22,3,SLC,LAX,-2.0,15.0,590,0,2015
4,18,6,ATL,MLI,25.0,13.0,633,1,2015
4,11,6,PHX,DFW,10.0,16.0,868,0,2015
4,1,3,SFO,JFK,-1.0,14.0,2586,0,2015
4,17,5,ORD,CVG,-4.0,13.0,265,0,2015
4,10,5,BOS,DTW,3.0,19.0,632,0,2015
4,6,1,ORD,JAN,24.0,12.0,677,0,2015
4,17,5,LAS,BWI,-5.0,11.0,2106,0,2015
4,20,1,ATL,MCO,-2.0,21.0,404,0,2015
4,17,5,IAH,ORD,2.0,14.0,925,0,2015
4,15,3,CAK,MCO,-4.0,8.0,861,0,2015
4,28,2,GTF,MSP,-4.0,14.0,887,0,2015
4,23,4,RDU,MIA,6.0,19.0,700,1,2015
4,3,5,GEG,BOI,8.0,9.0,287,0,2015
4,9,4,LAS,MCI,-6.0,9.0,1139,0,2015
4,23,4,SLC,OKC,4.0,22.0,866,0,2015
4,3,5,HOU,MAF,-4.0,8.0,441,0,2015
4,8,3,CLT,MIA,-10.0,24.0,650,0,2015
4,30,4,PHX,SJC,28.0,8.0,621,1,2015
4,17,5,JFK,SJU,-2.0,23.0,1598,0,2015
4,27,1,STL,DEN,-3.0,11.0,770,0,2015
4,1,3,ORD,TYS,-1.0,18.0,475,0,2015
4,23,4,JFK,SLC,1.0,34.0,1990,0,2015
4,9,4,IAH,ICT,7.0,18.0,542,0,2015
4,10,5,HNL,OGG,-1.0,13.0,100,0,2015
4,21,2,PVD,MCO,-4.0,15.0,1072,0,2015
4,8,3,CLT,PVD,1.0,14.0,683,0,2015
4,21,2,LAS,SFO,-2.0,15.0,414,0,2015
4,8,3,PIT,MCO,-3.0,8.0,834,0,2015
4,24,5,PHL,JAX,-4.0,18.0,742,0,2015
4,13,1,ORD,IAH,0.0,38.0,925,1,2015
4,14,2,LAS,CLT,-3.0,16.0,1916,0,2015
4,3,5,IAH,GPT,-9.0,11.0,376,0,2015
4,9,4,MDW,CLE,20.0,10.0,307,1,2015
4,20,1,DAL,BWI,1.0,12.0,1209,0,2015
4,23,4,SAF,DEN,-4.0,13.0,303,0,2015
4,12,7,BWI,ORD,-1.0,11.0,622,0,2015
4,5,7,ONT,SJC,24.0,7.0,333,1,2015
4,26,7,OKC,LAX,-1.0,15.0,1187,0,2015
4,18,6,KOA,SAN,-7.0,12.0,2556,0,2015
4,23,4,JFK,SMF,-3.0,23.0,2521,0,2015
4,25,6,RDM,SFO,-1.0,12.0,462,0,2015
4,13,1,LAX,PHX,-7.0,17.0,370,0,2015
4,19,7,SFO,DCA,47.0,30.0,2442,1,2015
4,25,6,BUR,LAS,-1.0,10.0,223,0,2015
4,4,6,SFO,SLC,-6.0,12.0,599,0,2015
4,7,2,ORD,SYR,6.0,15.0,607,0,2015
4,7,2,LAS,MSP,-3.0,21.0,1299,0,2015
4,19,7,FLL,BWI,-6.0,20.0,925,0,2015
4,3,5,SEA,SNA,-7.0,9.0,978,0,2015
4,10,5,BOS,ORD,-1.0,15.0,867,0,2015
4,2,4,DTW,LAX,23.0,18.0,1979,1,2015
4,30,4,ATL,MSY,-3.0,11.0,425,0,2015
4,12,7,MLU,IAH,-9.0,10.0,262,0,2015
4,24,5,BWI,ABQ,19.0,11.0,1670,1,2015
4,30,4,GSP,BWI,43.0,7.0,426,1,2015
4,19,7,ICT,ORD,60.0,12.0,588,1,2015
4,1,3,SHV,DFW,0.0,18.0,190,1,2015
4,30,4,LAW,DFW,-2.0,17.0,140,0,2015
4,28,2,DTW,FWA,-5.0,12.0,128,0,2015
4,21,2,BOS,EWR,0.0,38.0,200,0,2015
4,10,5,HOU,LAX,-1.0,9.0,1390,0,2015
4,24,5,BOS,CLT,6.0,27.0,728,0,2015
4,13,1,LAX,PHL,3.0,19.0,2402,0,2015
4,21,2,CLE,MCO,-3.0,8.0,895,0,2015
4,19,7,GEG,BOI,-5.0,10.0,287,0,2015
4,22,3,ATL,TPA,-2.0,19.0,406,0,2015
4,14,2,IND,BWI,-1.0,8.0,516,0,2015
4,30,4,OAK,LAX,78.0,6.0,337,1,2015
4,4,6,MCO,ALB,-6.0,9.0,1073,0,2015
4,17,5,DFW,SEA,2.0,26.0,1660,0,2015
4,8,3,CVG,IAH,31.0,17.0,871,1,2015
4,3,5,TVC,DTW,-16.0,11.0,207,0,2015
4,3,5,JNU,SEA,304.0,12.0,909,1,2015
4,6,1,PHX,SJC,-2.0,7.0,621,0,2015
4,23,4,MCI,EWR,-7.0,9.0,1092,0,2015
4,6,1,MCO,DCA,-8.0,14.0,759,0,2015
4,5,7,DEN,CLT,-7.0,12.0,1337,0,2015
4,16,4,PHL,MCO,-6.0,12.0,861,0,2015
4,21,2,PSP,LAX,-6.0,26.0,110,0,2015
4,26,7,RNO,LAS,133.0,8.0,345,1,2015
4,22,3,DHN,ATL,9.0,20.0,170,1,2015
4,30,4,XNA,ORD,-6.0,14.0,522,0,2015
4,28,2,LAX,BOS,-6.0,12.0,2611,0,2015
4,20,1,DSM,DEN,-6.0,14.0,589,0,2015
4,30,4,SMF,ONT,-5.0,11.0,390,0,2015
4,5,7,SLC,DEN,9.0,11.0,391,0,2015
4,15,3,ATL,IAD,-3.0,13.0,534,0,2015
4,12,7,SEA,MSP,-4.0,18.0,1399,0,2015
4,24,5,DCA,ATL,11.0,14.0,547,0,2015
4,17,5,DFW,TYR,-4.0,18.0,102,0,2015
4,26,7,MKE,MCO,-4.0,11.0,1066,0,2015
4,5,7,MKE,PHX,-3.0,9.0,1460,0,2015
4,24,5,SEA,PHX,14.0,21.0,1107,1,2015
4,7,2,ORD,MCO,-4.0,21.0,1005,0,2015
4,12,7,DEN,SFO,-3.0,17.0,967,0,2015
4,3,5,GRB,MSP,-10.0,15.0,252,0,2015
4,28,2,MSP,DAY,2.0,17.0,574,0,2015
4,6,1,ORD,CLE,-2.0,19.0,315,0,2015
4,11,6,DFW,LAX,-1.0,18.0,1235,0,2015
4,29,3,CMH,ATL,-5.0,13.0,447,0,2015
4,24,5,IND,LAX,-8.0,11.0,1814,0,2015
4,12,7,CLT,FLL,-8.0,29.0,632,0,2015
4,12,7,MDW,SEA,0.0,14.0,1733,0,2015
4,19,7,IAH,CMH,22.0,36.0,986,1,2015
4,10,5,LFT,IAH,-1.0,33.0,201,1,2015
4,28,2,FSD,ORD,-3.0,17.0,462,1,2015
4,7,2,PHL,PBI,8.0,14.0,951,0,2015
4,28,2,EWR,SFO,-6.0,25.0,2565,0,2015
4,12,7,DFW,CID,-1.0,19.0,685,0,2015
4,10,5,ATL,BUF,3.0,38.0,712,0,2015
4,10,5,BOS,LAX,0.0,25.0,2611,0,2015
4,11,6,JFK,TPA,-4.0,12.0,1005,0,2015
4,30,4,DSM,ORD,2.0,10.0,299,0,2015
4,16,4,ORD,GSO,-3.0,13.0,589,0,2015
4,30,4,MCO,EWR,7.0,12.0,937,0,2015
4,12,7,EWR,ATL,-2.0,16.0,746,0,2015
4,27,1,MDW,BDL,-4.0,9.0,777,0,2015
4,16,4,ATL,PHL,-2.0,11.0,666,0,2015
4,18,6,JFK,PBI,-7.0,17.0,1028,0,2015
4,10,5,GJT,IAH,-2.0,13.0,979,1,2015
4,20,1,ANC,SEA,-13.0,17.0,1448,0,2015
4,27,1,BWI,JAX,-3.0,11.0,663,0,2015
4,22,3,MCI,DAL,-2.0,8.0,460,0,2015
4,10,5,DEN,AMA,-4.0,11.0,359,0,2015
4,9,4,LAS,LAX,-2.0,14.0,236,0,2015
4,30,4,MDW,MHT,-7.0,10.0,838,0,2015
4,1,3,OMA,SLC,-6.0,18.0,840,0,2015
4,26,7,ATL,GPT,-2.0,13.0,352,0,2015
4,20,1,SJC,LAX,-3.0,23.0,308,0,2015
4,4,6,FLL,IAD,6.0,19.0,901,0,2015
4,28,2,ORD,SBN,-6.0,17.0,84,0,2015
4,19,7,SLC,HLN,-9.0,26.0,402,0,2015
4,5,7,PHX,SEA,-4.0,10.0,1107,0,2015
4,9,4,MKE,DCA,2.0,16.0,634,0,2015
4,1,3,STL,PHX,-1.0,15.0,1262,0,2015
4,27,1,PSP,DFW,445.0,10.0,1126,1,2015
4,30,4,PHL,BOS,-5.0,14.0,280,0,2015
4,20,1,JFK,MCO,133.0,15.0,944,1,2015
4,19,7,PHX,FLG,-10.0,25.0,119,0,2015
4,2,4,DTW,MSP,-1.0,18.0,528,1,2015
4,18,6,FSD,ATL,-7.0,11.0,954,0,2015
4,9,4,SFO,ACV,-7.0,13.0,250,0,2015
4,28,2,SAN,ORD,13.0,15.0,1723,0,2015
4,29,3,HNL,ITO,-5.0,14.0,216,0,2015
4,13,1,DFW,RDU,-5.0,19.0,1061,0,2015
4,16,4,DFW,AUS,1.0,16.0,190,0,2015
4,13,1,CSG,ATL,-4.0,8.0,83,0,2015
4,15,3,ATL,CAK,17.0,10.0,528,0,2015
