FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
1,1,23,5,-2.0,13.0,1276,0,2015
2,1,2,5,-6.0,32.0,508,0,2015
3,1,8,4,-5.0,9.0,1139,0,2015
4,1,16,5,6.0,14.0,226,0,2015
5,1,11,7,0.0,18.0,859,0,2015
6,1,30,5,81.0,13.0,935,1,2015
7,1,7,3,-4.0,18.0,1182,0,2015
8,1,7,3,-4.0,9.0,727,0,2015
9,1,13,2,-6.0,10.0,862,0,2015
10,1,29,4,-5.0,11.0,189,0,2015
11,1,22,4,-3.0,27.0,406,0,2015
12,1,13,2,8.0,37.0,725,0,2015
13,1,28,3,15.0,12.0,220,0,2015
14,1,4,7,-5.0,102.0,545,1,2015
15,1,25,7,-8.0,33.0,951,0,2015
16,1,20,2,-7.0,22.0,544,0,2015
17,1,24,6,-1.0,12.0,284,0,2015
18,1,1,4,31.0,13.0,918,1,2015
19,1,4,7,184.0,14.0,861,1,2015
20,1,10,6,-1.0,15.0,1023,0,2015
21,1,26,1,27.0,7.0,417,1,2015
22,1,9,5,104.0,17.0,693,1,2015
23,1,19,1,-8.0,18.0,844,0,2015
24,1,5,1,-4.0,14.0,569,0,2015
25,1,10,6,-21.0,7.0,160,0,2015
26,1,9,5,-7.0,11.0,550,0,2015
27,1,25,7,-1.0,11.0,374,0,2015
28,1,25,7,-3.0,8.0,616,0,2015
29,1,29,4,-20.0,39.0,174,0,2015
30,1,8,4,4.0,15.0,2072,0,2015
31,1,15,4,-3.0,12.0,1276,0,2015
32,1,22,4,-4.0,12.0,846,0,2015
33,1,24,6,-8.0,6.0,689,0,2015
34,1,14,3,-1.0,10.0,252,0,2015
35,1,15,4,-5.0,13.0,1623,0,2015
36,1,10,6,-5.0,11.0,1381,0,2015
37,1,27,2,-5.0,29.0,337,0,2015
38,1,8,4,-4.0,26.0,932,0,2015
39,1,26,1,6.0,69.0,678,1,2015
40,1,29,4,0.0,9.0,1046,0,2015
41,1,11,7,30.0,10.0,216,1,2015
42,1,6,2,-1.0,10.0,455,0,2015
43,1,6,2,-2.0,74.0,184,1,2015
44,1,19,1,-7.0,10.0,113,0,2015
45,1,21,3,-10.0,15.0,2611,0,2015
46,1,29,4,2.0,17.0,405,0,2015
47,1,22,4,-4.0,11.0,842,0,2015
48,1,30,5,3.0,23.0,1389,1,2015
49,1,6,2,49.0,12.0,1069,1,2015
50,1,2,5,-3.0,13.0,227,0,2015
51,1,18,7,-9.0,21.0,321,0,2015
52,1,9,5,-2.0,15.0,1524,0,2015
53,1,30,5,-8.0,15.0,844,0,2015
54,1,4,7,30.0,9.0,181,1,2015
55,1,29,4,1.0,12.0,447,0,2015
56,1,31,6,2.0,17.0,2583,0,2015
57,1,19,1,48.0,14.0,641,1,2015
58,1,28,3,5.0,22.0,1372,0,2015
59,1,26,1,20.0,9.0,1197,1,2015
60,1,27,2,-1.0,10.0,1012,0,2015
61,1,10,6,-8.0,9.0,630,0,2015
62,1,5,1,0.0,10.0,2611,0,2015
63,1,18,7,35.0,11.0,563,1,2015
64,1,20,2,36.0,16.0,721,1,2015
65,1,12,1,10.0,34.0,173,1,2015
66,1,10,6,16.0,8.0,846,0,2015
67,1,3,6,5.0,24.0,1303,0,2015
68,1,10,6,-1.0,8.0,547,0,2015
69,1,28,3,-5.0,23.0,526,1,2015
70,1,28,3,-7.0,11.0,282,0,2015
71,1,24,6,-11.0,12.0,145,0,2015
72,1,15,4,64.0,14.0,803,1,2015
73,1,1,4,100.0,12.0,315,1,2015
74,1,17,6,-6.0,10.0,404,0,2015
75,1,8,4,-7.0,14.0,331,0,2015
76,1,26,1,-3.0,25.0,255,0,2015
77,1,14,3,-5.0,23.0,1237,0,2015
78,1,25,7,-5.0,13.0,591,0,2015
79,1,24,6,1.0,24.0,573,0,2015
80,1,10,6,-2.0,13.0,836,0,2015
81,1,13,2,-5.0,22.0,1009,0,2015
82,1,30,5,16.0,11.0,285,1,2015
83,1,14,3,-1.0,13.0,2125,0,2015
84,1,24,6,-3.0,15.0,1145,0,2015
85,1,2,5,8.0,21.0,946,0,2015
86,1,3,6,6.0,18.0,809,1,2015
87,1,17,6,-1.0,6.0,362,0,2015
88,1,7,3,-8.0,15.0,255,0,2015
89,1,30,5,-2.0,13.0,692,0,2015
90,1,19,1,8.0,24.0,1010,1,2015
91,1,2,5,97.0,16.0,751,1,2015
92,1,2,5,-6.0,24.0,1121,0,2015
93,1,25,7,0.0,8.0,337,0,2015
94,1,5,1,-8.0,10.0,719,0,2015
95,1,15,4,-6.0,12.0,328,0,2015
96,1,15,4,8.0,10.0,1865,0,2015
97,1,20,2,0.0,20.0,236,0,2015
98,1,26,1,-4.0,18.0,1671,0,2015
99,1,30,5,50.0,14.0,2586,1,2015
100,1,24,6,59.0,3.0,204,1,2015
101,1,19,1,-3.0,8.0,472,0,2015
102,1,13,2,83.0,14.0,986,1,2015
103,1,19,1,12.0,8.0,407,0,2015
104,1,29,4,-4.0,19.0,547,1,2015
105,1,16,5,-3.0,16.0,946,0,2015
106,1,2,5,16.0,13.0,722,0,2015
107,1,19,1,-3.0,13.0,1024,0,2015
108,1,19,1,-2.0,18.0,164,0,2015
109,1,30,5,27.0,15.0,643,1,2015
110,1,2,5,5.0,16.0,1416,0,2015
111,1,1,4,-2.0,17.0,912,1,2015
112,1,4,7,20.0,7.0,377,1,2015
113,1,15,4,-2.0,10.0,895,0,2015
114,1,5,1,25.0,10.0,1506,1,2015
115,1,14,3,-6.0,18.0,1259,0,2015
116,1,31,6,45.0,7.0,337,1,2015
117,1,5,1,-2.0,11.0,201,0,2015
118,1,25,7,0.0,17.0,812,0,2015
119,1,29,4,0.0,27.0,509,0,2015
120,1,4,7,0.0,13.0,1090,0,2015
121,1,3,6,34.0,6.0,402,1,2015
122,1,19,1,12.0,14.0,925,1,2015
123,1,12,1,-1.0,17.0,480,0,2015
124,1,21,3,22.0,17.0,581,0,2015
125,1,17,6,-3.0,10.0,1744,0,2015
126,1,14,3,11.0,12.0,967,0,2015
127,1,23,5,-3.0,13.0,373,0,2015
128,1,22,4,-7.0,9.0,2611,0,2015
129,1,22,4,-8.0,25.0,1121,0,2015
130,1,25,7,-10.0,11.0,430,0,2015
131,1,20,2,29.0,14.0,1670,1,2015
132,1,30,5,111.0,20.0,872,1,2015
133,1,24,6,0.0,7.0,825,0,2015
134,1,22,4,-11.0,75.0,1250,1,2015
135,1,20,2,-5.0,13.0,323,0,2015
136,1,12,1,213.0,24.0,228,1,2015
137,1,20,2,7.0,10.0,446,0,2015
138,1,11,7,-7.0,19.0,944,0,2015
139,1,18,7,67.0,11.0,957,1,2015
140,1,28,3,-4.0,14.0,874,0,2015
141,1,22,4,-8.0,10.0,761,1,2015
142,1,7,3,303.0,72.0,224,1,2015
143,1,22,4,11.0,14.0,507,0,2015
144,1,14,3,22.0,19.0,364,1,2015
145,1,30,5,8.0,10.0,331,1,2015
146,1,22,4,29.0,13.0,295,1,2015
147,1,5,1,-9.0,29.0,358,0,2015
148,1,31,6,-3.0,20.0,1157,0,2015
149,1,17,6,-7.0,11.0,802,0,2015
150,1,10,6,6.0,18.0,2227,0,2015
151,1,29,4,-3.0,18.0,912,0,2015
152,1,13,2,-8.0,19.0,931,0,2015
153,1,29,4,-4.0,32.0,1849,0,2015
154,1,3,6,3.0,9.0,1826,0,2015
155,1,5,1,24.0,13.0,1129,1,2015
156,1,29,4,0.0,13.0,1097,0,2015
157,1,12,1,-10.0,26.0,262,0,2015
158,1,15,4,-9.0,19.0,1042,0,2015
159,1,8,4,-7.0,11.0,990,0,2015
160,1,3,6,63.0,15.0,108,1,2015
161,1,30,5,49.0,8.0,737,1,2015
162,1,11,7,-4.0,9.0,846,0,2015
163,1,3,6,-6.0,25.0,222,0,2015
164,1,19,1,-10.0,16.0,147,0,2015
165,1,20,2,-5.0,10.0,281,0,2015
166,1,22,4,-3.0,15.0,270,0,2015
167,1,11,7,-1.0,18.0,545,0,2015
168,1,1,4,26.0,9.0,612,1,2015
169,1,7,3,-6.0,12.0,585,0,2015
170,1,9,5,27.0,18.0,489,1,2015
171,1,9,5,-6.0,16.0,224,0,2015
172,1,17,6,13.0,12.0,937,0,2015
173,1,20,2,-10.0,46.0,557,1,2015
174,1,13,2,5.0,31.0,1011,0,2015
175,1,12,1,1.0,21.0,373,0,2015
176,1,27,2,-7.0,12.0,1299,0,2015
177,1,12,1,-7.0,15.0,216,0,2015
178,1,11,7,20.0,11.0,813,0,2015
179,1,13,2,-6.0,10.0,936,0,2015
180,1,26,1,-9.0,10.0,157,0,2015
181,1,8,4,-2.0,14.0,731,0,2015
182,1,30,5,-9.0,14.0,689,0,2015
183,1,20,2,-7.0,11.0,605,0,2015
184,1,23,5,-5.0,8.0,251,0,2015
185,1,31,6,-4.0,10.0,802,0,2015
186,1,21,3,-10.0,9.0,667,0,2015
187,1,17,6,10.0,11.0,825,0,2015
188,1,15,4,24.0,9.0,1166,0,2015
189,1,22,4,-7.0,14.0,1428,0,2015
190,1,9,5,-13.0,13.0,247,0,2015
191,1,22,4,13.0,13.0,632,0,2015
192,1,23,5,19.0,40.0,106,1,2015
193,1,9,5,-2.0,13.0,680,0,2015
194,1,26,1,-5.0,10.0,937,0,2015
195,1,25,7,-7.0,18.0,762,0,2015
196,1,21,3,-4.0,10.0,1674,0,2015
197,1,4,7,0.0,33.0,270,0,2015
198,1,6,2,-5.0,20.0,200,0,2015
199,1,21,3,-5.0,15.0,957,0,2015
200,1,21,3,-2.0,16.0,1874,0,2015
201,1,20,2,9.0,23.0,780,0,2015
202,1,26,1,-4.0,7.0,715,0,2015
203,1,5,1,22.0,16.0,1235,1,2015
204,1,7,3,-1.0,14.0,281,0,2015
205,1,21,3,3.0,66.0,1671,1,2015
206,1,2,5,12.0,29.0,228,1,2015
207,1,10,6,-4.0,12.0,1199,0,2015
208,1,29,4,9.0,15.0,460,1,2015
209,1,9,5,23.0,8.0,616,1,2015
210,1,29,4,0.0,19.0,399,0,2015
211,1,13,2,16.0,7.0,255,0,2015
212,1,31,6,76.0,13.0,937,1,2015
213,1,29,4,19.0,21.0,2562,0,2015
214,1,23,5,-5.0,14.0,321,0,2015
215,1,1,4,14.0,8.0,239,0,2015
216,1,28,3,-7.0,16.0,651,0,2015
217,1,20,2,8.0,15.0,775,0,2015
218,1,13,2,-2.0,12.0,1126,0,2015
219,1,30,5,0.0,41.0,236,1,2015
220,1,23,5,-4.0,9.0,680,0,2015
221,1,21,3,-10.0,30.0,1460,0,2015
222,1,14,3,-2.0,17.0,2248,0,2015
223,1,26,1,36.0,14.0,852,1,2015
224,1,8,4,77.0,46.0,1514,1,2015
225,1,1,4,93.0,21.0,651,1,2015
226,1,20,2,1.0,14.0,365,0,2015
227,1,3,6,7.0,39.0,1096,0,2015
228,1,4,7,0.0,28.0,1124,0,2015
229,1,4,7,8.0,85.0,347,1,2015
230,1,11,7,5.0,21.0,602,0,2015
231,1,6,2,22.0,11.0,719,0,2015
232,1,26,1,4.0,9.0,587,0,2015
233,1,11,7,-10.0,13.0,557,0,2015
234,1,1,4,-11.0,10.0,1576,0,2015
235,1,28,3,-1.0,18.0,888,0,2015
236,1,10,6,-10.0,12.0,1024,0,2015
237,1,14,3,-3.0,38.0,2521,0,2015
238,1,23,5,-7.0,18.0,1744,0,2015
239,1,12,1,5.0,24.0,265,1,2015
240,1,17,6,-5.0,11.0,323,0,2015
241,1,22,4,-11.0,13.0,369,0,2015
242,1,7,3,-4.0,26.0,501,0,2015
243,1,31,6,-6.0,15.0,602,0,2015
244,1,14,3,-1.0,20.0,1276,0,2015
245,1,2,5,-3.0,21.0,1587,0,2015
246,1,26,1,41.0,13.0,1723,1,2015
247,1,4,7,0.0,41.0,1032,1,2015
248,1,22,4,-3.0,20.0,1750,0,2015
249,1,3,6,-1.0,44.0,1035,0,2015
250,1,5,1,20.0,14.0,452,1,2015
251,1,12,1,45.0,19.0,1188,1,2015
252,1,29,4,4.0,7.0,2475,0,2015
253,1,21,3,-1.0,24.0,577,0,2015
254,1,1,4,19.0,7.0,337,0,2015
255,1,25,7,6.0,17.0,549,0,2015
256,1,17,6,-10.0,9.0,260,0,2015
257,1,31,6,-5.0,38.0,304,0,2015
258,1,1,4,-3.0,27.0,455,0,2015
259,1,30,5,-2.0,19.0,449,0,2015
260,1,14,3,-9.0,16.0,2688,0,2015
261,1,12,1,-4.0,20.0,509,0,2015
262,1,16,5,-7.0,49.0,438,1,2015
263,1,21,3,0.0,15.0,1197,0,2015
264,1,3,6,-7.0,69.0,610,1,2015
265,1,31,6,-4.0,9.0,442,0,2015
266,1,31,6,-1.0,11.0,239,0,2015
267,1,24,6,55.0,18.0,2125,1,2015
268,1,29,4,31.0,17.0,590,1,2015
269,1,14,3,-7.0,11.0,583,0,2015
270,1,18,7,-3.0,12.0,397,0,2015
271,1,6,2,23.0,14.0,931,1,2015
272,1,13,2,-6.0,8.0,530,0,2015
273,1,13,2,0.0,24.0,1590,0,2015
274,1,11,7,29.0,7.0,1585,0,2015
275,1,6,2,-4.0,12.0,427,0,2015
276,1,21,3,21.0,15.0,483,0,2015
277,1,22,4,-2.0,16.0,756,1,2015
278,1,5,1,3.0,9.0,869,0,2015
279,1,29,4,-4.0,7.0,419,0,2015
280,1,11,7,0.0,16.0,1217,0,2015
281,1,11,7,13.0,12.0,438,0,2015
282,1,23,5,-3.0,11.0,793,0,2015
283,1,1,4,-2.0,14.0,1747,0,2015
284,1,14,3,-4.0,13.0,1222,0,2015
285,1,6,2,40.0,7.0,239,1,2015
286,1,19,1,1.0,10.0,1246,0,2015
287,1,8,4,-7.0,14.0,163,0,2015
288,1,24,6,-3.0,14.0,2556,0,2015
289,1,7,3,20.0,11.0,456,1,2015
290,1,5,1,10.0,6.0,372,0,2015
291,1,13,2,18.0,9.0,404,0,2015
292,1,23,5,-7.0,9.0,297,0,2015
293,1,21,3,-4.0,21.0,990,0,2015
294,1,23,5,2.0,16.0,404,0,2015
295,1,1,4,-3.0,13.0,787,0,2015
296,1,25,7,-8.0,26.0,2496,1,2015
297,1,30,5,-2.0,10.0,1069,1,2015
298,1,25,7,28.0,10.0,2288,0,2015
299,1,19,1,-5.0,13.0,1189,0,2015
300,1,20,2,-10.0,24.0,871,0,2015
301,1,28,3,0.0,19.0,2677,1,2015
302,1,21,3,-6.0,11.0,760,0,2015
303,1,30,5,-7.0,17.0,536,0,2015
304,1,19,1,-5.0,15.0,1069,0,2015
305,1,8,4,25.0,45.0,67,1,2015
306,1,14,3,6.0,28.0,1721,0,2015
307,1,8,4,38.0,23.0,1487,1,2015
308,1,2,5,6.0,11.0,1855,0,2015
309,1,14,3,3.0,15.0,262,0,2015
310,1,10,6,2.0,13.0,223,0,2015
311,1,20,2,-3.0,15.0,334,0,2015
312,1,21,3,8.0,21.0,545,0,2015
313,1,14,3,-1.0,13.0,680,0,2015
314,1,7,3,-2.0,16.0,920,1,2015
315,1,7,3,-6.0,14.0,337,0,2015
316,1,7,3,-2.0,15.0,1464,0,2015
317,1,19,1,22.0,18.0,224,1,2015
318,1,25,7,-3.0,14.0,1222,0,2015
319,1,6,2,62.0,15.0,2288,1,2015
320,1,7,3,-10.0,23.0,1102,0,2015
321,1,31,6,45.0,9.0,872,1,2015
322,1,29,4,-2.0,31.0,320,0,2015
323,1,3,6,106.0,34.0,861,1,2015
324,1,8,4,-10.0,17.0,357,0,2015
325,1,21,3,-7.0,12.0,163,0,2015
326,1,7,3,-2.0,13.0,2704,0,2015
327,1,20,2,11.0,14.0,337,1,2015
328,1,25,7,-9.0,8.0,472,0,2015
329,1,11,7,36.0,24.0,1258,1,2015
330,1,23,5,21.0,22.0,965,1,2015
331,1,1,4,74.0,45.0,2153,1,2015
332,1,4,7,-8.0,23.0,866,0,2015
333,1,22,4,-7.0,14.0,226,0,2015
334,1,15,4,-7.0,18.0,2248,0,2015
335,1,11,7,-5.0,13.0,583,0,2015
336,1,30,5,14.0,10.0,936,0,2015
337,1,5,1,17.0,13.0,2454,0,2015
338,1,11,7,22.0,15.0,191,1,2015
339,1,8,4,-11.0,10.0,119,0,2015
340,1,20,2,-6.0,14.0,479,0,2015
341,1,24,6,-6.0,9.0,274,0,2015
342,1,15,4,-1.0,6.0,448,0,2015
343,1,20,2,-7.0,9.0,763,0,2015
344,1,1,4,-5.0,11.0,2161,0,2015
345,1,24,6,-3.0,26.0,1055,0,2015
346,1,25,7,1.0,17.0,432,0,2015
347,1,13,2,-11.0,26.0,634,0,2015
348,1,18,7,-3.0,10.0,368,0,2015
349,1,21,3,-2.0,10.0,632,0,2015
350,1,15,4,24.0,17.0,1562,1,2015
351,1,28,3,22.0,11.0,616,1,2015
352,1,28,3,-16.0,12.0,109,0,2015
353,1,1,4,-4.0,9.0,163,0,2015
354,1,23,5,-7.0,19.0,326,0,2015
355,1,11,7,-10.0,7.0,295,0,2015
356,1,15,4,-1.0,9.0,1325,0,2015
357,1,19,1,-3.0,10.0,1476,0,2015
358,1,3,6,63.0,11.0,627,1,2015
359,1,10,6,-2.0,31.0,989,1,2015
360,1,11,7,6.0,10.0,611,1,2015
361,1,26,1,3.0,18.0,631,1,2015
362,1,25,7,2.0,12.0,2588,1,2015
363,1,15,4,-3.0,12.0,1440,0,2015
364,1,5,1,5.0,26.0,731,1,2015
365,1,18,7,-6.0,12.0,192,0,2015
366,1,19,1,-1.0,27.0,1598,0,2015
367,1,18,7,-10.0,15.0,1620,0,2015
368,1,2,5,17.0,17.0,719,1,2015
369,1,19,1,-5.0,12.0,936,0,2015
370,1,27,2,-4.0,10.0,500,0,2015
371,1,12,1,0.0,12.0,1188,0,2015
372,1,19,1,38.0,35.0,516,1,2015
373,1,18,7,8.0,9.0,491,0,2015
374,1,8,4,-5.0,10.0,532,0,2015
375,1,5,1,4.0,9.0,814,0,2015
376,1,22,4,6.0,19.0,1205,0,2015
377,1,15,4,-7.0,16.0,616,0,2015
378,1,12,1,1.0,20.0,919,0,2015
379,1,28,3,74.0,21.0,1195,1,2015
380,1,3,6,-6.0,13.0,409,1,2015
381,1,22,4,0.0,11.0,844,0,2015
382,1,10,6,-8.0,12.0,2355,0,2015
383,1,18,7,-3.0,15.0,448,0,2015
384,1,3,6,2.0,14.0,2105,0,2015
385,1,2,5,27.0,9.0,570,1,2015
386,1,6,2,152.0,12.0,282,1,2015
387,1,1,4,-2.0,14.0,1530,0,2015
388,1,16,5,-7.0,12.0,328,0,2015
389,1,4,7,32.0,21.0,361,1,2015
390,1,4,7,67.0,21.0,299,1,2015
391,1,25,7,-7.0,15.0,771,0,2015
392,1,13,2,-4.0,10.0,337,0,2015
393,1,18,7,18.0,20.0,427,1,2015
394,1,10,6,10.0,15.0,1020,1,2015
395,1,3,6,9.0,13.0,583,0,2015
396,1,25,7,-4.0,16.0,1121,0,2015
397,1,8,4,-5.0,15.0,1069,0,2015
398,1,19,1,6.0,15.0,429,0,2015
399,1,23,5,-2.0,15.0,526,0,2015
400,1,23,5,50.0,16.0,399,1,2015
401,1,5,1,-5.0,18.0,631,0,2015
402,1,3,6,22.0,17.0,236,1,2015
403,1,22,4,-8.0,17.0,574,0,2015
404,1,27,2,-3.0,16.0,296,0,2015
405,1,9,5,70.0,15.0,950,1,2015
406,1,17,6,-1.0,34.0,1005,0,2015
407,1,25,7,3.0,14.0,602,0,2015
408,1,31,6,-4.0,10.0,912,0,2015
409,1,15,4,0.0,13.0,522,0,2015
410,1,16,5,23.0,10.0,255,1,2015
411,1,13,2,2.0,23.0,2139,0,2015
412,1,26,1,-7.0,10.0,2615,0,2015
413,1,6,2,-2.0,10.0,761,0,2015
414,1,6,2,-4.0,7.0,407,0,2015
415,1,4,7,-6.0,16.0,2486,0,2015
416,1,17,6,-1.0,9.0,395,0,2015
417,1,12,1,-7.0,9.0,667,0,2015
418,1,15,4,16.0,13.0,472,0,2015
419,1,11,7,-6.0,9.0,456,0,2015
420,1,24,6,-3.0,10.0,837,0,2015
421,1,14,3,-5.0,11.0,612,0,2015
422,1,3,6,43.0,10.0,407,1,2015
423,1,8,4,4.0,32.0,1587,0,2015
424,1,15,4,36.0,8.0,358,1,2015
425,1,14,3,-5.0,14.0,533,0,2015
426,1,9,5,14.0,21.0,2125,1,2015
427,1,7,3,64.0,5.0,109,1,2015
428,1,9,5,49.0,18.0,762,1,2015
429,1,5,1,-4.0,13.0,302,0,2015
430,1,2,5,4.0,14.0,2565,0,2015
431,1,19,1,67.0,13.0,802,1,2015
432,1,10,6,-1.0,26.0,383,0,2015
433,1,8,4,-7.0,11.0,201,0,2015
434,1,16,5,23.0,10.0,543,1,2015
435,1,26,1,-6.0,15.0,1055,0,2015
436,1,11,7,-4.0,26.0,458,0,2015
437,1,9,5,7.0,24.0,628,1,2015
438,1,21,3,31.0,8.0,280,1,2015
439,1,5,1,-6.0,8.0,1530,0,2015
440,1,4,7,30.0,9.0,602,1,2015
441,1,30,5,-7.0,14.0,371,0,2015
442,1,26,1,-2.0,14.0,936,0,2015
443,1,17,6,1.0,17.0,802,0,2015
444,1,28,3,-2.0,26.0,680,0,2015
445,1,18,7,-1.0,13.0,909,0,2015
446,1,12,1,-5.0,8.0,100,0,2015
447,1,24,6,0.0,13.0,195,0,2015
448,1,22,4,-1.0,13.0,581,0,2015
449,1,2,5,-1.0,27.0,312,1,2015
450,1,18,7,-8.0,14.0,1242,0,2015
451,1,2,5,6.0,9.0,630,0,2015
452,1,23,5,-1.0,16.0,2640,0,2015
453,1,22,4,11.0,31.0,675,1,2015
454,1,5,1,24.0,10.0,491,1,2015
455,1,5,1,10.0,40.0,398,1,2015
456,1,29,4,-10.0,11.0,387,0,2015
457,1,6,2,39.0,16.0,1390,1,2015
458,1,2,5,-6.0,22.0,199,0,2015
459,1,7,3,0.0,11.0,325,0,2015
460,1,9,5,12.0,35.0,692,1,2015
461,1,5,1,-5.0,41.0,789,0,2015
462,1,7,3,-2.0,15.0,226,0,2015
463,1,21,3,-5.0,12.0,746,0,2015
464,1,29,4,3.0,29.0,329,0,2015
465,1,2,5,-1.0,11.0,879,0,2015
466,1,18,7,-4.0,10.0,733,0,2015
467,1,23,5,17.0,19.0,2556,0,2015
468,1,31,6,-10.0,18.0,627,0,2015
469,1,30,5,-3.0,20.0,604,0,2015
470,1,25,7,11.0,13.0,895,0,2015
471,1,5,1,-16.0,31.0,594,0,2015
472,1,3,6,50.0,23.0,110,1,2015
473,1,4,7,-7.0,11.0,277,0,2015
474,1,30,5,-1.0,23.0,299,0,2015
475,1,29,4,10.0,16.0,2521,0,2015
476,1,13,2,-6.0,39.0,304,0,2015
477,1,15,4,-6.0,20.0,331,0,2015
478,1,20,2,-9.0,16.0,628,0,2015
479,1,16,5,-1.0,15.0,954,1,2015
480,1,8,4,263.0,46.0,552,1,2015
481,1,22,4,-4.0,20.0,290,0,2015
482,1,19,1,-8.0,8.0,882,0,2015
483,1,29,4,-3.0,10.0,197,0,2015
484,1,18,7,-5.0,29.0,565,0,2015
485,1,7,3,-6.0,30.0,528,1,2015
486,1,24,6,-1.0,13.0,2521,1,2015
487,1,12,1,28.0,41.0,689,1,2015
488,1,5,1,14.0,25.0,1008,0,2015
489,1,28,3,4.0,12.0,1182,0,2015
490,1,25,7,-7.0,27.0,836,0,2015
491,1,23,5,-4.0,7.0,147,0,2015
492,1,12,1,-1.0,21.0,200,0,2015
493,1,15,4,-3.0,15.0,738,0,2015
494,1,15,4,1.0,12.0,1609,0,2015
495,1,14,3,10.0,19.0,862,0,2015
496,1,20,2,-13.0,14.0,280,0,2015
497,1,17,6,-4.0,27.0,449,0,2015
498,1,14,3,0.0,10.0,948,0,2015
499,1,12,1,1.0,12.0,2342,0,2015
500,1,15,4,0.0,31.0,1258,0,2015
501,1,29,4,-10.0,9.0,576,0,2015
502,1,29,4,35.0,9.0,738,0,2015
503,1,12,1,20.0,48.0,456,1,2015
504,1,17,6,-7.0,9.0,507,0,2015
505,1,20,2,0.0,35.0,1276,1,2015
506,1,28,3,-4.0,17.0,377,0,2015
507,1,8,4,-6.0,29.0,332,1,2015
508,1,31,6,-3.0,11.0,163,0,2015
509,1,31,6,-3.0,16.0,109,0,2015
510,1,1,4,-10.0,8.0,1609,0,2015
511,1,16,5,2.0,13.0,274,0,2015
512,1,30,5,-2.0,13.0,108,0,2015
513,1,19,1,-1.0,9.0,468,0,2015
514,1,16,5,1.0,12.0,1119,0,2015
515,1,15,4,2.0,16.0,696,1,2015
516,1,30,5,39.0,13.0,602,1,2015
517,1,20,2,-1.0,16.0,2106,0,2015
518,1,1,4,-2.0,18.0,447,0,2015
519,1,23,5,-3.0,15.0,1912,0,2015
520,1,24,6,-6.0,17.0,692,0,2015
521,1,7,3,-4.0,18.0,405,0,2015
522,1,10,6,7.0,13.0,986,0,2015
523,1,19,1,-6.0,17.0,1865,0,2015
524,1,15,4,-5.0,10.0,102,0,2015
525,1,10,6,-5.0,17.0,2398,0,2015
526,1,29,4,11.0,15.0,173,0,2015
527,1,2,5,17.0,17.0,1310,1,2015
528,1,24,6,-5.0,22.0,294,0,2015
529,1,15,4,-3.0,15.0,918,0,2015
530,1,11,7,15.0,18.0,854,1,2015
531,1,13,2,-9.0,10.0,738,0,2015
532,1,28,3,1.0,76.0,386,1,2015
533,1,4,7,25.0,13.0,849,1,2015
534,1,16,5,11.0,15.0,1185,0,2015
535,1,4,7,19.0,10.0,612,1,2015
536,1,11,7,8.0,32.0,488,1,2015
537,1,11,7,-5.0,17.0,1199,0,2015
538,1,18,7,-3.0,28.0,588,0,2015
539,1,17,6,-6.0,19.0,599,0,2015
540,1,3,6,17.0,26.0,190,1,2015
541,1,8,4,2.0,14.0,667,0,2015
542,1,14,3,-9.0,22.0,363,0,2015
543,1,3,6,-3.0,18.0,957,0,2015
544,1,10,6,-1.0,11.0,588,0,2015
545,1,30,5,49.0,13.0,2153,1,2015
546,1,4,7,-3.0,18.0,1127,0,2015
547,1,9,5,-7.0,6.0,362,0,2015
548,1,7,3,12.0,10.0,606,0,2015
549,1,8,4,-11.0,14.0,421,0,2015
550,1,8,4,-2.0,32.0,528,1,2015
551,1,14,3,-5.0,19.0,892,0,2015
552,1,14,3,67.0,28.0,488,1,2015
553,1,20,2,-13.0,18.0,1192,0,2015
554,1,7,3,-4.0,10.0,602,0,2015
555,1,29,4,0.0,11.0,833,0,2015
556,1,18,7,7.0,10.0,534,0,2015
557,1,30,5,-8.0,10.0,447,0,2015
558,1,10,6,-3.0,23.0,226,0,2015
559,1,31,6,-6.0,9.0,1476,0,2015
560,1,30,5,-5.0,12.0,836,0,2015
561,1,1,4,-2.0,10.0,151,0,2015
562,1,13,2,-4.0,18.0,550,0,2015
563,1,17,6,-5.0,18.0,628,0,2015
564,1,22,4,-5.0,13.0,594,0,2015
565,1,16,5,4.0,7.0,163,0,2015
566,1,19,1,-4.0,10.0,258,0,2015
567,1,25,7,-7.0,42.0,483,1,2015
568,1,4,7,-9.0,36.0,861,0,2015
569,1,19,1,-7.0,13.0,1381,0,2015
570,1,10,6,2.0,11.0,472,0,2015
571,1,16,5,9.0,19.0,270,0,2015
572,1,21,3,-3.0,21.0,425,0,2015
573,1,5,1,19.0,9.0,239,0,2015
574,1,21,3,-3.0,6.0,488,0,2015
575,1,13,2,-3.0,12.0,471,0,2015
576,1,9,5,-5.0,16.0,199,0,2015
577,1,26,1,-10.0,8.0,201,0,2015
578,1,6,2,-3.0,34.0,532,0,2015
579,1,28,3,7.0,15.0,404,0,2015
580,1,13,2,12.0,34.0,691,1,2015
581,1,24,6,-4.0,8.0,1144,0,2015
582,1,20,2,-1.0,33.0,1096,0,2015
583,1,7,3,56.0,10.0,633,1,2015
584,1,25,7,2.0,11.0,793,0,2015
