FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
6060,1,12,1,-3.0,29.0,892,1,2015
6061,1,3,6,11.0,12.0,224,0,2015
6062,1,7,3,68.0,9.0,637,1,2015
6063,1,20,2,5.0,23.0,821,0,2015
6064,1,22,4,-1.0,17.0,1250,0,2015
6065,1,28,3,-7.0,19.0,201,0,2015
6066,1,12,1,7.0,17.0,888,0,2015
6067,1,29,4,24.0,28.0,213,1,2015
6068,1,26,1,7.0,69.0,762,1,2015
6069,1,7,3,0.0,22.0,1199,0,2015
6070,1,20,2,10.0,15.0,1199,0,2015
6071,1,15,4,-4.0,29.0,325,1,2015
6072,1,4,7,147.0,10.0,299,1,2015
6073,1,10,6,38.0,21.0,1069,1,2015
6074,1,2,5,16.0,8.0,859,1,2015
6075,1,28,3,1.0,13.0,567,1,2015
6076,1,5,1,-6.0,10.0,89,0,2015
6077,1,18,7,-3.0,15.0,130,0,2015
6078,1,18,7,0.0,36.0,1096,0,2015
6079,1,11,7,9.0,19.0,345,1,2015
6080,1,4,7,23.0,15.0,781,1,2015
6081,1,23,5,-10.0,25.0,1218,0,2015
6082,1,28,3,-8.0,14.0,508,0,2015
6083,1,15,4,20.0,9.0,362,1,2015
6084,1,1,4,20.0,13.0,2565,0,2015
6085,1,26,1,-6.0,10.0,293,0,2015
6086,1,12,1,43.0,20.0,764,1,2015
6087,1,27,2,-3.0,11.0,163,0,2015
6088,1,3,6,8.0,15.0,762,0,2015
6089,1,11,7,-1.0,17.0,1438,0,2015
6090,1,23,5,-14.0,9.0,1826,0,2015
6091,1,22,4,-1.0,11.0,630,0,2015
6092,1,8,4,-9.0,23.0,352,0,2015
6093,1,30,5,-5.0,14.0,930,0,2015
6094,1,23,5,-9.0,7.0,719,0,2015
6095,1,27,2,-4.0,22.0,967,0,2015
6096,1,22,4,19.0,14.0,179,1,2015
6097,1,25,7,1.0,17.0,123,0,2015
6098,1,30,5,-7.0,31.0,867,0,2015
6099,1,9,5,1.0,7.0,2466,0,2015
6100,1,3,6,1.0,10.0,373,0,2015
6101,1,1,4,54.0,14.0,1235,1,2015
6102,1,19,1,-8.0,21.0,204,0,2015
6103,1,8,4,-6.0,14.0,163,0,2015
6104,1,28,3,-10.0,7.0,192,0,2015
6105,1,13,2,-6.0,31.0,601,0,2015
6106,1,24,6,-3.0,7.0,793,0,2015
6107,1,3,6,65.0,12.0,351,1,2015
6108,1,6,2,-3.0,6.0,196,0,2015
6109,1,3,6,21.0,65.0,1620,1,2015
6110,1,6,2,33.0,22.0,563,1,2015
6111,1,1,4,-2.0,16.0,737,0,2015
6112,1,23,5,-6.0,30.0,205,0,2015
6113,1,30,5,-4.0,35.0,2475,0,2015
6114,1,30,5,20.0,8.0,383,1,2015
6115,1,19,1,-10.0,12.0,1065,0,2015
6116,1,20,2,2.0,9.0,156,0,2015
6117,1,28,3,-3.0,4.0,859,0,2015
6118,1,6,2,56.0,73.0,1389,1,2015
6119,1,24,6,-5.0,12.0,247,0,2015
6120,1,3,6,211.0,12.0,694,1,2015
6121,1,21,3,-1.0,9.0,451,0,2015
6122,1,15,4,-3.0,26.0,990,1,2015
6123,1,5,1,12.0,6.0,842,0,2015
6124,1,19,1,17.0,6.0,247,1,2015
6125,1,7,3,-5.0,19.0,383,0,2015
6126,1,18,7,-9.0,20.0,106,0,2015
6127,1,21,3,26.0,16.0,2762,0,2015
6128,1,7,3,-3.0,18.0,258,0,2015
6129,1,21,3,-10.0,13.0,261,0,2015
6130,1,14,3,-4.0,13.0,918,0,2015
6131,1,15,4,-1.0,15.0,1096,0,2015
6132,1,26,1,-2.0,14.0,1042,0,2015
6133,1,1,4,-7.0,12.0,216,0,2015
6134,1,5,1,10.0,12.0,361,0,2015
6135,1,4,7,-5.0,17.0,1041,0,2015
6136,1,9,5,101.0,10.0,1379,1,2015
6137,1,29,4,71.0,9.0,591,1,2015
6138,1,15,4,-2.0,14.0,2378,0,2015
6139,1,29,4,8.0,19.0,187,0,2015
6140,1,1,4,-1.0,16.0,489,0,2015
6141,1,14,3,66.0,13.0,258,1,2015
6142,1,22,4,-3.0,20.0,239,0,2015
6143,1,19,1,-2.0,20.0,296,0,2015
6144,1,15,4,-4.0,11.0,1005,0,2015
6145,1,25,7,-11.0,9.0,164,0,2015
6146,1,11,7,-1.0,14.0,2139,0,2015
6147,1,27,2,-7.0,13.0,813,0,2015
6148,1,2,5,-1.0,14.0,1389,0,2015
6149,1,25,7,-7.0,35.0,356,0,2015
6150,1,17,6,-3.0,5.0,302,0,2015
6151,1,14,3,0.0,12.0,813,0,2015
6152,1,6,2,41.0,14.0,1999,1,2015
6153,1,5,1,2.0,15.0,591,0,2015
6154,1,19,1,-2.0,14.0,813,0,2015
6155,1,7,3,9.0,16.0,125,0,2015
6156,1,19,1,-2.0,11.0,163,0,2015
6157,1,24,6,-1.0,9.0,390,0,2015
6158,1,15,4,-16.0,13.0,68,0,2015
6159,1,16,5,-3.0,9.0,479,0,2015
6160,1,12,1,12.0,15.0,255,1,2015
6161,1,2,5,2.0,51.0,337,1,2015
6162,1,3,6,-1.0,12.0,596,0,2015
6163,1,9,5,21.0,12.0,946,0,2015
6164,1,17,6,31.0,11.0,1023,1,2015
6165,1,16,5,11.0,17.0,1303,0,2015
6166,1,30,5,15.0,10.0,507,1,2015
6167,1,16,5,-8.0,14.0,2248,0,2015
6168,1,9,5,-6.0,15.0,2454,0,2015
6169,1,22,4,-6.0,13.0,627,0,2015
6170,1,14,3,-12.0,7.0,549,0,2015
6171,1,18,7,0.0,14.0,255,0,2015
6172,1,4,7,66.0,17.0,1189,1,2015
6173,1,16,5,13.0,38.0,414,1,2015
6174,1,5,1,-5.0,11.0,371,0,2015
6175,1,26,1,-2.0,15.0,196,0,2015
6176,1,24,6,3.0,12.0,550,0,2015
6177,1,17,6,4.0,11.0,646,0,2015
6178,1,13,2,-4.0,31.0,1788,0,2015
6179,1,30,5,-4.0,10.0,1258,0,2015
6180,1,18,7,-13.0,10.0,2562,0,2015
6181,1,19,1,-4.0,15.0,1524,0,2015
6182,1,1,4,-6.0,9.0,459,0,2015
6183,1,7,3,5.0,11.0,667,0,2015
6184,1,30,5,-2.0,28.0,366,0,2015
6185,1,23,5,-3.0,24.0,86,0,2015
6186,1,22,4,4.0,17.0,408,1,2015
6187,1,6,2,234.0,34.0,254,1,2015
6188,1,27,2,-4.0,15.0,2342,0,2015
6189,1,14,3,-10.0,29.0,861,0,2015
6190,1,28,3,0.0,9.0,332,0,2015
6191,1,3,6,15.0,16.0,1452,1,2015
6192,1,14,3,-10.0,11.0,447,0,2015
6193,1,8,4,-10.0,12.0,1023,0,2015
6194,1,19,1,0.0,18.0,550,0,2015
6195,1,8,4,-7.0,11.0,313,0,2015
6196,1,23,5,3.0,6.0,372,1,2015
6197,1,3,6,6.0,18.0,190,0,2015
6198,1,24,6,29.0,8.0,602,1,2015
6199,1,10,6,-10.0,21.0,227,0,2015
6200,1,28,3,-3.0,9.0,446,0,2015
6201,1,6,2,24.0,11.0,804,0,2015
6202,1,19,1,-5.0,17.0,337,0,2015
6203,1,15,4,15.0,32.0,106,1,2015
6204,1,8,4,-4.0,10.0,1790,0,2015
6205,1,19,1,1.0,31.0,541,0,2015
6206,1,20,2,-6.0,24.0,537,0,2015
6207,1,21,3,0.0,19.0,547,0,2015
6208,1,22,4,-4.0,13.0,595,0,2015
6209,1,17,6,-8.0,9.0,1197,0,2015
6210,1,4,7,-3.0,20.0,160,0,2015
6211,1,3,6,13.0,21.0,406,1,2015
6212,1,26,1,-5.0,23.0,337,0,2015
6213,1,1,4,13.0,7.0,236,0,2015
6214,1,4,7,70.0,19.0,95,1,2015
6215,1,19,1,-3.0,15.0,425,0,2015
6216,1,29,4,0.0,19.0,577,0,2015
6217,1,26,1,-8.0,10.0,786,0,2015
6218,1,4,7,-7.0,14.0,366,0,2015
6219,1,4,7,0.0,9.0,787,0,2015
6220,1,18,7,-8.0,8.0,309,0,2015
6221,1,20,2,-5.0,9.0,351,0,2015
6222,1,18,7,-4.0,14.0,432,0,2015
6223,1,17,6,-7.0,17.0,868,0,2015
6224,1,6,2,24.0,11.0,1189,1,2015
6225,1,2,5,19.0,23.0,692,1,2015
6226,1,8,4,-2.0,14.0,612,0,2015
6227,1,20,2,-5.0,18.0,402,0,2015
6228,1,22,4,-7.0,15.0,762,0,2015
6229,1,21,3,0.0,12.0,1855,0,2015
6230,1,21,3,0.0,21.0,854,0,2015
6231,1,30,5,9.0,21.0,584,0,2015
6232,1,23,5,3.0,12.0,1846,0,2015
6233,1,27,2,-4.0,9.0,293,0,2015
6234,1,16,5,-5.0,11.0,957,0,2015
6235,1,11,7,31.0,7.0,757,1,2015
6236,1,31,6,0.0,20.0,157,0,2015
6237,1,4,7,29.0,13.0,236,1,2015
6238,1,15,4,-3.0,13.0,872,0,2015
6239,1,31,6,-5.0,7.0,787,0,2015
6240,1,24,6,-4.0,25.0,1142,0,2015
6241,1,2,5,-2.0,35.0,590,1,2015
6242,1,4,7,-1.0,19.0,748,0,2015
6243,1,8,4,-2.0,16.0,306,0,2015
6244,1,16,5,4.0,8.0,1497,0,2015
6245,1,21,3,0.0,12.0,547,0,2015
6246,1,24,6,-7.0,13.0,109,0,2015
6247,1,1,4,-1.0,10.0,337,0,2015
6248,1,31,6,-4.0,10.0,879,0,2015
6249,1,6,2,-3.0,12.0,605,0,2015
6250,1,15,4,-8.0,9.0,100,0,2015
6251,1,23,5,-5.0,25.0,240,0,2015
6252,1,14,3,-2.0,18.0,1927,0,2015
6253,1,9,5,-6.0,13.0,399,0,2015
6254,1,13,2,22.0,41.0,230,1,2015
6255,1,16,5,-2.0,9.0,1440,0,2015
6256,1,23,5,5.0,29.0,696,1,2015
6257,1,12,1,-6.0,12.0,337,0,2015
6258,1,15,4,-4.0,40.0,738,0,2015
6259,1,26,1,-2.0,16.0,591,0,2015
6260,1,4,7,94.0,93.0,67,1,2015
6261,1,1,4,15.0,22.0,616,1,2015
6262,1,1,4,-5.0,9.0,565,0,2015
6263,1,28,3,-7.0,8.0,216,0,2015
6264,1,20,2,-9.0,29.0,419,0,2015
6265,1,3,6,2.0,59.0,765,1,2015
6266,1,2,5,53.0,13.0,173,1,2015
6267,1,9,5,-4.0,11.0,1129,0,2015
6268,1,29,4,4.0,8.0,1072,0,2015
6269,1,11,7,-1.0,35.0,944,0,2015
6270,1,18,7,-2.0,12.0,590,0,2015
6271,1,30,5,-2.0,8.0,84,0,2015
6272,1,18,7,6.0,10.0,1056,0,2015
6273,1,9,5,18.0,11.0,793,1,2015
6274,1,25,7,-7.0,15.0,399,0,2015
6275,1,5,1,11.0,19.0,731,0,2015
6276,1,22,4,-6.0,29.0,438,0,2015
6277,1,19,1,11.0,22.0,240,1,2015
6278,1,24,6,-6.0,13.0,302,0,2015
6279,1,13,2,1.0,22.0,948,0,2015
6280,1,9,5,1.0,17.0,2139,0,2015
6281,1,10,6,3.0,11.0,1521,0,2015
6282,1,31,6,-4.0,25.0,328,0,2015
6283,1,1,4,-1.0,7.0,102,0,2015
6284,1,8,4,-4.0,25.0,546,0,2015
6285,1,23,5,-1.0,9.0,682,0,2015
6286,1,18,7,-3.0,15.0,270,0,2015
6287,1,19,1,15.0,16.0,2106,0,2015
6288,1,31,6,-6.0,13.0,266,0,2015
6289,1,18,7,-8.0,18.0,584,0,2015
6290,1,25,7,-1.0,20.0,1979,0,2015
6291,1,23,5,-10.0,15.0,1072,0,2015
6292,1,28,3,-8.0,13.0,1076,0,2015
6293,1,25,7,2.0,22.0,125,0,2015
6294,1,9,5,0.0,19.0,583,0,2015
6295,1,1,4,-8.0,10.0,528,0,2015
6296,1,27,2,-3.0,10.0,802,0,2015
6297,1,3,6,8.0,12.0,337,0,2015
6298,1,12,1,5.0,44.0,1190,1,2015
6299,1,22,4,-3.0,17.0,425,0,2015
6300,1,7,3,-1.0,27.0,515,0,2015
6301,1,18,7,-2.0,32.0,372,0,2015
6302,1,1,4,38.0,16.0,1096,1,2015
6303,1,22,4,13.0,10.0,545,1,2015
6304,1,20,2,90.0,9.0,316,1,2015
6305,1,28,3,-1.0,12.0,404,0,2015
6306,1,20,2,-3.0,10.0,594,0,2015
6307,1,17,6,-4.0,21.0,2611,0,2015
6308,1,29,4,24.0,22.0,1956,0,2015
6309,1,3,6,61.0,23.0,327,1,2015
6310,1,12,1,5.0,17.0,1028,1,2015
6311,1,4,7,54.0,15.0,328,1,2015
6312,1,1,4,-1.0,14.0,1041,0,2015
6313,1,25,7,20.0,14.0,1205,0,2015
6314,1,12,1,132.0,9.0,484,1,2015
6315,1,5,1,63.0,17.0,89,1,2015
6316,1,28,3,16.0,24.0,888,1,2015
6317,1,14,3,-4.0,8.0,1046,0,2015
6318,1,15,4,5.0,49.0,2447,1,2015
6319,1,26,1,2.0,10.0,1399,0,2015
6320,1,26,1,-3.0,19.0,369,0,2015
6321,1,2,5,28.0,46.0,213,1,2015
6322,1,28,3,-4.0,15.0,191,0,2015
6323,1,18,7,-6.0,19.0,315,0,2015
6324,1,11,7,1.0,23.0,678,1,2015
6325,1,20,2,-2.0,9.0,1972,0,2015
6326,1,30,5,-7.0,19.0,3784,1,2015
6327,1,11,7,9.0,26.0,1089,0,2015
6328,1,4,7,40.0,15.0,632,1,2015
6329,1,23,5,-13.0,14.0,1276,0,2015
6330,1,23,5,13.0,14.0,562,0,2015
6331,1,15,4,-14.0,9.0,1035,0,2015
6332,1,9,5,82.0,55.0,2586,1,2015
6333,1,16,5,-8.0,16.0,751,0,2015
6334,1,26,1,-3.0,66.0,258,1,2015
6335,1,12,1,-8.0,14.0,331,0,2015
6336,1,21,3,-3.0,11.0,495,0,2015
6337,1,14,3,-3.0,22.0,742,0,2015
6338,1,13,2,21.0,14.0,624,1,2015
6339,1,4,7,-6.0,30.0,188,0,2015
6340,1,12,1,0.0,18.0,1188,0,2015
6341,1,28,3,-3.0,19.0,954,1,2015
6342,1,15,4,7.0,13.0,475,0,2015
6343,1,2,5,61.0,13.0,1127,1,2015
6344,1,14,3,24.0,21.0,391,1,2015
6345,1,30,5,16.0,8.0,474,1,2015
6346,1,27,2,38.0,15.0,122,1,2015
6347,1,29,4,0.0,22.0,1303,0,2015
6348,1,24,6,-5.0,11.0,618,0,2015
6349,1,5,1,7.0,10.0,317,0,2015
6350,1,1,4,-1.0,4.0,266,0,2015
6351,1,20,2,-3.0,20.0,1127,0,2015
6352,1,18,7,-9.0,16.0,1916,0,2015
6353,1,2,5,2.0,16.0,1797,1,2015
6354,1,12,1,1.0,16.0,837,0,2015
6355,1,15,4,-6.0,7.0,569,0,2015
6356,1,12,1,23.0,23.0,479,1,2015
6357,1,16,5,-3.0,15.0,591,0,2015
6358,1,7,3,59.0,7.0,1739,1,2015
6359,1,5,1,-10.0,16.0,731,0,2015
6360,1,5,1,3.0,5.0,436,0,2015
6361,1,29,4,-2.0,10.0,759,1,2015
6362,1,21,3,-10.0,7.0,1726,0,2015
6363,1,31,6,-2.0,14.0,1334,1,2015
6364,1,25,7,34.0,15.0,1066,1,2015
6365,1,7,3,-6.0,8.0,351,0,2015
6366,1,14,3,-7.0,14.0,383,0,2015
6367,1,6,2,3.0,11.0,627,1,2015
6368,1,14,3,161.0,12.0,622,1,2015
6369,1,1,4,4.0,19.0,190,1,2015
6370,1,30,5,-6.0,19.0,977,0,2015
6371,1,4,7,-2.0,15.0,2475,0,2015
6372,1,5,1,19.0,10.0,616,1,2015
6373,1,2,5,15.0,11.0,577,1,2015
6374,1,19,1,-6.0,15.0,1046,0,2015
6375,1,21,3,1.0,20.0,737,0,2015
6376,1,7,3,9.0,32.0,1157,1,2015
6377,1,25,7,8.0,12.0,992,0,2015
6378,1,9,5,104.0,18.0,265,1,2015
6379,1,29,4,-3.0,16.0,569,0,2015
6380,1,5,1,0.0,14.0,2329,0,2015
6381,1,13,2,-5.0,14.0,528,0,2015
6382,1,7,3,-3.0,19.0,551,0,2015
6383,1,27,2,-9.0,13.0,455,0,2015
6384,1,13,2,-1.0,13.0,861,0,2015
6385,1,11,7,47.0,13.0,483,1,2015
6386,1,4,7,-12.0,15.0,2349,0,2015
6387,1,6,2,-4.0,12.0,247,0,2015
6388,1,9,5,-4.0,12.0,2239,0,2015
6389,1,16,5,-7.0,14.0,531,0,2015
6390,1,5,1,43.0,16.0,674,1,2015
6391,1,16,5,2.0,18.0,2176,0,2015
6392,1,10,6,36.0,10.0,1452,1,2015
6393,1,15,4,-5.0,11.0,491,0,2015
6394,1,19,1,2.0,13.0,813,0,2015
6395,1,7,3,13.0,15.0,505,0,2015
6396,1,1,4,-3.0,30.0,1773,1,2015
6397,1,19,1,0.0,14.0,1009,0,2015
6398,1,28,3,1.0,20.0,2521,0,2015
6399,1,7,3,2.0,14.0,738,0,2015
6400,1,24,6,-1.0,12.0,813,0,2015
6401,1,5,1,5.0,13.0,2239,0,2015
6402,1,1,4,137.0,17.0,763,1,2015
6403,1,8,4,-9.0,11.0,337,0,2015
6404,1,6,2,0.0,27.0,1148,1,2015
6405,1,10,6,58.0,13.0,240,1,2015
6406,1,5,1,5.0,12.0,1127,0,2015
6407,1,30,5,-2.0,12.0,272,0,2015
6408,1,17,6,-6.0,10.0,192,0,2015
6409,1,18,7,-2.0,16.0,833,0,2015
6410,1,5,1,50.0,8.0,852,1,2015
6411,1,7,3,182.0,18.0,1721,1,2015
6412,1,23,5,0.0,22.0,451,0,2015
6413,1,2,5,53.0,17.0,986,1,2015
6414,1,6,2,21.0,20.0,224,0,2015
6415,1,23,5,-4.0,18.0,607,0,2015
6416,1,15,4,37.0,7.0,281,1,2015
6417,1,5,1,-5.0,21.0,1489,0,2015
6418,1,30,5,8.0,37.0,2640,1,2015
6419,1,23,5,5.0,18.0,2611,0,2015
6420,1,29,4,1.0,15.0,771,0,2015
6421,1,10,6,2.0,12.0,1381,0,2015
6422,1,24,6,-11.0,9.0,1381,0,2015
6423,1,29,4,-5.0,21.0,481,0,2015
6424,1,9,5,6.0,23.0,196,1,2015
6425,1,26,1,216.0,16.0,802,1,2015
6426,1,2,5,-12.0,39.0,449,0,2015
6427,1,23,5,-8.0,11.0,447,0,2015
6428,1,4,7,12.0,11.0,936,0,2015
6429,1,12,1,1.0,12.0,624,0,2015
6430,1,11,7,10.0,7.0,325,0,2015
6431,1,7,3,24.0,12.0,247,1,2015
6432,1,15,4,21.0,19.0,483,1,2015
6433,1,5,1,-3.0,17.0,304,0,2015
6434,1,31,6,-11.0,30.0,678,0,2015
6435,1,30,5,32.0,23.0,1249,0,2015
6436,1,1,4,-1.0,13.0,407,0,2015
6437,1,15,4,42.0,17.0,1258,1,2015
6438,1,11,7,-5.0,9.0,571,0,2015
6439,1,24,6,-8.0,8.0,641,0,2015
6440,1,1,4,52.0,13.0,802,1,2015
6441,1,4,7,21.0,11.0,781,1,2015
6442,1,22,4,-9.0,14.0,100,0,2015
6443,1,20,2,-2.0,11.0,469,0,2015
6444,1,16,5,15.0,18.0,1046,1,2015
6445,1,4,7,29.0,11.0,358,1,2015
6446,1,7,3,31.0,13.0,1660,1,2015
6447,1,14,3,-2.0,11.0,2640,0,2015
6448,1,3,6,-4.0,12.0,950,0,2015
6449,1,11,7,1.0,13.0,547,0,2015
6450,1,8,4,8.0,20.0,1874,0,2015
6451,1,12,1,-5.0,15.0,2065,0,2015
6452,1,4,7,-1.0,13.0,223,0,2015
6453,1,17,6,-2.0,11.0,680,0,2015
6454,1,11,7,-8.0,13.0,937,0,2015
6455,1,21,3,12.0,9.0,758,0,2015
6456,1,27,2,-8.0,11.0,230,0,2015
6457,1,17,6,-4.0,11.0,507,0,2015
6458,1,29,4,-1.0,13.0,606,0,2015
6459,1,20,2,-7.0,41.0,409,0,2015
6460,1,3,6,12.0,11.0,486,0,2015
6461,1,6,2,-3.0,16.0,493,0,2015
6462,1,2,5,0.0,18.0,598,0,2015
6463,1,18,7,-4.0,16.0,2521,0,2015
6464,1,29,4,2.0,20.0,1846,0,2015
6465,1,3,6,0.0,9.0,452,0,2015
6466,1,31,6,-9.0,11.0,2355,0,2015
6467,1,3,6,-3.0,14.0,409,0,2015
6468,1,7,3,-6.0,11.0,239,0,2015
6469,1,4,7,34.0,13.0,666,1,2015
6470,1,28,3,-4.0,26.0,1235,1,2015
6471,1,19,1,1.0,9.0,308,0,2015
6472,1,7,3,-2.0,28.0,427,1,2015
6473,1,16,5,-8.0,13.0,237,0,2015
6474,1,29,4,-4.0,12.0,100,0,2015
6475,1,11,7,31.0,16.0,1119,1,2015
6476,1,26,1,1.0,18.0,719,0,2015
6477,1,21,3,13.0,7.0,166,0,2015
6478,1,29,4,0.0,13.0,3365,1,2015
6479,1,26,1,3.0,21.0,333,1,2015
6480,1,13,2,-6.0,12.0,170,0,2015
6481,1,19,1,0.0,12.0,100,0,2015
6482,1,12,1,-9.0,14.0,643,0,2015
6483,1,27,2,-12.0,11.0,1201,0,2015
6484,1,30,5,-7.0,14.0,761,0,2015
6485,1,7,3,-5.0,11.0,399,0,2015
6486,1,9,5,120.0,25.0,235,1,2015
6487,1,21,3,-6.0,18.0,361,0,2015
6488,1,25,7,-12.0,17.0,1770,0,2015
6489,1,29,4,-3.0,11.0,819,0,2015
6490,1,4,7,9.0,20.0,872,0,2015
6491,1,23,5,-3.0,15.0,680,0,2015
6492,1,16,5,-2.0,17.0,236,0,2015
6493,1,22,4,24.0,9.0,793,1,2015
6494,1,12,1,-4.0,12.0,533,0,2015
6495,1,30,5,-8.0,24.0,507,0,2015
6496,1,19,1,7.0,19.0,2602,0,2015
6497,1,4,7,60.0,21.0,447,1,2015
6498,1,5,1,-5.0,6.0,302,0,2015
6499,1,31,6,117.0,14.0,125,1,2015
6500,1,2,5,-8.0,14.0,602,0,2015
6501,1,15,4,61.0,5.0,451,1,2015
6502,1,29,4,124.0,7.0,819,1,2015
6503,1,5,1,20.0,10.0,1192,0,2015
6504,1,13,2,0.0,20.0,921,0,2015
6505,1,17,6,-1.0,12.0,1107,0,2015
6506,1,31,6,-10.0,21.0,666,0,2015
6507,1,10,6,32.0,10.0,1598,1,2015
6508,1,2,5,4.0,12.0,965,0,2015
6509,1,22,4,9.0,28.0,854,1,2015
6510,1,2,5,-3.0,16.0,343,0,2015
6511,1,3,6,-3.0,45.0,369,1,2015
6512,1,3,6,4.0,50.0,290,1,2015
6513,1,19,1,-10.0,12.0,1334,0,2015
6514,1,5,1,7.0,14.0,1171,0,2015
6515,1,19,1,52.0,15.0,373,1,2015
6516,1,6,2,6.0,12.0,406,0,2015
6517,1,29,4,5.0,6.0,580,0,2015
6518,1,12,1,-4.0,18.0,184,0,2015
6519,1,30,5,-3.0,13.0,1589,0,2015
6520,1,23,5,0.0,8.0,651,0,2015
6521,1,27,2,-3.0,8.0,1448,0,2015
6522,1,31,6,-14.0,11.0,1381,0,2015
6523,1,24,6,-2.0,23.0,1482,0,2015
6524,1,25,7,-3.0,18.0,599,0,2015
6525,1,20,2,-2.0,23.0,862,1,2015
6526,1,14,3,-5.0,7.0,479,0,2015
6527,1,5,1,-1.0,14.0,591,0,2015
6528,1,12,1,-4.0,16.0,1055,0,2015
6529,1,9,5,0.0,15.0,282,0,2015
6530,1,12,1,-3.0,14.0,2586,0,2015
6531,1,16,5,0.0,17.0,2611,0,2015
6532,1,5,1,69.0,21.0,214,1,2015
6533,1,10,6,-12.0,26.0,569,0,2015
6534,1,28,3,-15.0,9.0,108,0,2015
6535,1,25,7,-4.0,11.0,86,0,2015
6536,1,31,6,-10.0,16.0,427,0,2015
6537,1,20,2,-4.0,26.0,1066,0,2015
6538,1,18,7,-2.0,15.0,883,0,2015
6539,1,30,5,-5.0,14.0,1218,0,2015
6540,1,11,7,14.0,38.0,911,1,2015
6541,1,11,7,-1.0,13.0,363,0,2015
6542,1,29,4,4.0,13.0,680,0,2015
6543,1,11,7,44.0,13.0,175,1,2015
6544,1,12,1,20.0,13.0,152,1,2015
6545,1,4,7,38.0,33.0,391,1,2015
6546,1,19,1,1.0,33.0,160,1,2015
6547,1,30,5,0.0,14.0,640,0,2015
6548,1,10,6,13.0,10.0,1590,0,2015
6549,1,11,7,48.0,21.0,255,1,2015
6550,1,26,1,17.0,51.0,541,1,2015
6551,1,17,6,96.0,17.0,213,1,2015
6552,1,1,4,3.0,13.0,1119,0,2015
6553,1,31,6,-7.0,13.0,252,0,2015
6554,1,4,7,50.0,15.0,1136,1,2015
6555,1,26,1,8.0,8.0,358,1,2015
6556,1,28,3,-3.0,22.0,406,0,2015
6557,1,4,7,42.0,7.0,333,1,2015
6558,1,10,6,21.0,21.0,1979,0,2015
6559,1,23,5,-3.0,14.0,280,0,2015
6560,1,20,2,-7.0,16.0,931,0,2015
6561,1,21,3,-6.0,14.0,1428,0,2015
6562,1,26,1,-5.0,17.0,164,0,2015
6563,1,14,3,-5.0,23.0,370,0,2015
6564,1,20,2,107.0,14.0,268,1,2015
6565,1,16,5,-7.0,19.0,272,0,2015
6566,1,21,3,3.0,23.0,602,1,2015
6567,1,7,3,28.0,55.0,265,1,2015
6568,1,22,4,2.0,25.0,1069,0,2015
6569,1,16,5,-16.0,11.0,1836,0,2015
6570,1,9,5,71.0,13.0,528,1,2015
6571,1,24,6,-5.0,13.0,602,1,2015
6572,1,2,5,-1.0,12.0,544,0,2015
6573,1,12,1,45.0,22.0,366,1,2015
6574,1,13,2,-3.0,29.0,235,0,2015
6575,1,11,7,0.0,10.0,679,0,2015
6576,1,22,4,-1.0,5.0,889,0,2015
6577,1,11,7,1.0,13.0,2565,0,2015
6578,1,24,6,-1.0,15.0,406,0,2015
6579,1,13,2,-10.0,12.0,326,0,2015
6580,1,27,2,-6.0,17.0,1303,0,2015
6581,1,2,5,-1.0,24.0,937,0,2015
6582,1,4,7,15.0,8.0,303,0,2015
6583,1,19,1,24.0,11.0,419,1,2015
6584,1,22,4,46.0,10.0,2556,1,2015
6585,1,13,2,-2.0,14.0,1788,0,2015
6586,1,1,4,46.0,36.0,916,1,2015
6587,1,6,2,152.0,11.0,980,1,2015
6588,1,23,5,-4.0,16.0,748,0,2015
6589,1,19,1,10.0,8.0,1838,0,2015
6590,1,1,4,16.0,13.0,867,0,2015
6591,1,17,6,-1.0,13.0,248,0,2015
6592,1,18,7,4.0,27.0,925,0,2015
6593,1,15,4,-7.0,10.0,913,0,2015
6594,1,12,1,65.0,10.0,986,1,2015
6595,1,1,4,-2.0,26.0,596,0,2015
6596,1,19,1,25.0,35.0,280,1,2015
6597,1,23,5,6.0,12.0,1562,0,2015
6598,1,9,5,49.0,16.0,576,1,2015
6599,1,6,2,129.0,14.0,588,1,2015
6600,1,2,5,-4.0,10.0,1276,0,2015
6601,1,20,2,-6.0,11.0,216,0,2015
6602,1,29,4,-4.0,14.0,787,0,2015
6603,1,31,6,-11.0,10.0,312,0,2015
6604,1,6,2,-4.0,32.0,967,1,2015
6605,1,4,7,14.0,8.0,589,0,2015
6606,1,24,6,-10.0,15.0,262,0,2015
6607,1,19,1,-5.0,10.0,491,0,2015
6608,1,8,4,-1.0,14.0,1172,0,2015
6609,1,28,3,1.0,16.0,2556,0,2015
6610,1,18,7,-5.0,9.0,163,0,2015
6611,1,11,7,-2.0,8.0,489,0,2015
6612,1,11,7,40.0,9.0,255,1,2015
6613,1,25,7,4.0,16.0,2139,1,2015
6614,1,30,5,-5.0,21.0,1075,0,2015
6615,1,10,6,-1.0,20.0,2465,0,2015
6616,1,31,6,-11.0,23.0,661,0,2015
6617,1,22,4,-4.0,9.0,1124,0,2015
6618,1,15,4,-1.0,16.0,780,0,2015
6619,1,25,7,0.0,27.0,2586,0,2015
6620,1,24,6,77.0,31.0,1011,1,2015
